Civil Engineering - MSc	University of Glasgow	College of Science and Engineering	Full time	Those who study the Masters in Civil Engineering will gain advanced knowledge and associated analytical and problem-solving skills in a range of key sub-disciplines of Civil Engineering, and develop the ability to apply this knowledge in engineering design and to the solution of open-ended and multi-disciplinary problems.The MSc in Civil Engineering is intended for students with a first degree in Civil Engineering or a closely related discipline who wish to extend their expertise to a higher level in preparation for a professional career.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i307d4813c32682Processing file: course_464.tsv
Civil Engineering - MSc	Xi’an Jiaotong-Liverpool University	Department of Civil Engineering	Full time	The MSc Civil Engineering programme incorporates all of the contemporary key elements of engineering design in the built environment.During the programme, you will develop a high level of knowledge and skills in the fields of structural engineering, construction management, geotechnical engineering and innovative construction materials.The MSc Civil Engineering programme embraces research-led teaching, where the students are actively engaged by accomplishing technical tasks, either in the form of group work or individual projects.Comprising two semesters of taught modules, this programme also includes undertaking a research dissertation during the third semester.	September	Please see the university website for further information on fees for this course.	MSc	18 months full time	Suzhou	China	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i842d6572c35129Processing file: course_4650.tsv
Acoustical and Vibrational Engineering MSc	University of Southampton	Faculty of Engineering and Physical Sciences	Full time	On this MSc in Acoustical Engineering you'll learn how to apply acoustics to technology. Our master's in acoustics will give you expert knowledge of the latest modern developments in sound, vibration and signal processing. You’ll graduate with the skills you need for a career in acoustical engineering or for continued study at PhD level.This acoustic engineering course combines an understanding of engineering fundamentals with specialist knowledge of sound and vibration. We’ll develop your practical and problem-solving skills to apply them in fields including:	September	Please see the university website for further information on fees for this course.	MSc	1 year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/acoustical-and-vibrational-engineering-msc/?i349d6709c43544Processing file: course_4655.tsv
Civil Engineering - MSc	University of the West of England, Bristol	Department of Geography and Environmental Management	Full time	From building bridges to maintaining transport networks, civil engineers are behind some of the most significant advancements in the way we interact and function as a society.Engineering in its many forms already makes a significant contribution to the UK's GDP (gross domestic product). With ambitious construction and infrastructure projects in the pipeline and a chronic housing shortage, this is only set to grow.However an unprecedented skills shortage in the sector means that the demand for accomplished civil engineers has reached critical levels.This course is ideal for graduates of an engineering discipline who want to develop their existing knowledge across a range of specialist subject areas.	October, January	Full timeHome Award Fee £9000Home Module Fee (15 Credit) £750Part timeHome Module Fee (15 Credit) £750Offshore Module Fee (15 Credit) £1188	MSc	1 year full-time, 2 years part-time	Bristol	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i359d5890c53041Processing file: course_466.tsv
Civil Engineering - MSc	Abertay University	Graduate School	Full time	Our Civil Engineering MSc will give you a comprehensive overview of what it takes to deliver a successful civil engineering project. You’ll learn the advanced capabilities and in-depth knowledge needed to thrive in your civil engineering career and solve work challenges such as environmental sustainability.You’ll develop your research skills by completing a dissertation on a topic you want to explore further, supported by our academic staff.Designed and delivered by a multi-disciplinary team of leading academics, who have over 60 years' experience in training civil engineers. Abertay has close links with industry and a high research rating in Civil and Environmental Engineering within Scotland.	September	Please see the university website for further information on fees for this course.	MSc	1 Year Full Time / 2 Years Part Time	Dundee	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i278d3471c71093Processing file: course_467.tsv
Civil Engineering - MSc	University of West London	School of Computing and Engineering	Full time	If you are looking for a Master’s degree in Civil Engineering that provides a pathway for you to become a professional engineer in various fields of contemporary civil engineering, this course is for you.The course will advance your analytical skills, research knowledge and technical understanding and focus on the use of industrially relevant applications and IT skills in the main subject areas of civil engineering including:	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i237d3554c54396Processing file: course_468.tsv
Civil Engineering - MSc/PgDip	University of Birmingham	School of Civil Engineering	Full time	This programme is designed for civil engineering graduates and graduates with related degrees wishing to study a general Masters-level course rather than specialise in one subject area. You can tailor your studies to meet the needs of your chosen career path by selecting from a wide range of modules.Being flexible in its nature, this Civil Engineering MSc/PG Diploma permits you to tailor the programme of studies to suit your own chosen career, benefiting from the range of specialist modules available to all MSc students.Flexibility also means that graduates of non-civil engineering disciplines may be eligible for study. Please enquire if this applies in your particular case and we will make an assessment based on previous study and experience.	September	Please see the university website for further information on fees for this course.	PGDip,MSc	1 year full-time; 2 years part-time	Birmingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc-pgdip/?i282d4545c21870Processing file: course_469.tsv
Civil Engineering & Management - MSc	University of Glasgow	Adam Smith Business School	Full time	The Masters in Civil Engineering & Management introduces you to contemporary business and management issues while increasing your depth of knowledge in your chosen civil engineering	January, September	Please see the university website for further information on fees for this course.	MSc	1 Year Full Time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-and-management-msc/?i307d7918c68197Processing file: course_46.tsv
Biomedical Engineering MSc	Swansea University	School of Engineering and Applied Sciences	Full time	Biomedical Engineering Course OverviewThe Biomedical Engineering degree will teach you how to use engineering techniques to understand biomedical systems or to develop devices that interact with biomedical systems. This applies to the large scale of populations or the entire human body, to the smaller scales of cells or even nanoparticles. We provide two course streams that can be chosen by the students on the Biomedical Engineering course:	September	Please visit our website for the Biomedical Engineering course fee information.	MSc	1 year full-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i231d8819c71318Processing file: course_4702.tsv
Master of Science in Aeronautical Engineering	The Hong Kong University of Science and Technology	School of Engineering - Taught Postgraduate Programs	Full time	The program aims to equip those who want to enter the aeronautical engineering profession or to enhance the knowledge of those who have already been working in the aeronautical field. It also complements the existing undergraduate and graduate curricula in mechanical and aerospace engineering, allowing students to get an exposure to the various core aspects of aeronautical engineering and how they are used in the real world.CurriculumStudents are required to complete a total of 30 credits of coursework, including at least 12 credits of foundation courses and 6 credits of elective courses. For details, please refer to the program website.A selection of	September, February	2024/25 Fall intake- Full-time students: HK$179,300 (~US$23,100) - paid in 2 installments- Part-time students: HK$156,200 (~US$20,100) - paid in 4 installmentsFor other fees, please visit the university website.	MSc	Full-time: 1 year; Part-time: 2 years	Clear Water Bay	Hong Kong	On Campus	https://www.findamasters.com/masters-degrees/course/master-of-science-in-aeronautical-engineering/?i1175d8756c66331Processing file: course_470.tsv
Civil Engineering (MSc)	University of Bath	Department of Architecture and Civil Engineering	Full time	Study the theory, design and management of key civil engineering subjects in a zero-carbon economy.From geotechnical to water, structural or materials engineering, study a master's that focuses on the future of civil engineering in industry and the world. Taught in the context of a future zero-carbon economy, you'll learn the theory and design aspects to help you navigate the new challenges up ahead successfully.	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Bath	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i280d1672c67511Processing file: course_471.tsv
Civil Engineering (part time) - MSc	Xi’an Jiaotong-Liverpool University	Department of Civil Engineering	Part time	The MSc Civil Engineering programme incorporates all of the contemporary key elements of engineering design in the built environment.During the programme, you will develop a high level of knowledge and skills in the fields of structural engineering, construction management, geotechnical engineering and innovative construction materials.The MSc Civil Engineering programme embraces research-led teaching, where the students are actively engaged by accomplishing technical tasks, either in the form of group work or individual projects.This programme comprises four semesters of taught modules, followed by a research dissertation project spanning two semesters.	September	Please see the university website for further information on fees for this course.	MSc	3 years part time	Suzhou	China	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-part-time-msc/?i842d6572c54881Processing file: course_472.tsv
Civil Engineering (with Environmental Systems) MSc / PG Dip	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Environmental Systems route is for those students who want to further specialize in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Please see the university website for further information on fees for this course.	PGDip,MSc	1 year full time, 2 years part time, flexible up to 5 years	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-environmental-systems-msc-pg-dip/?i274d1826c34744Processing file: course_473.tsv
Civil Engineering (with Fluids) MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Fluids route is for those students who want to further specialise in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, up to 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-fluids-msc/?i274d1826c56435Processing file: course_474.tsv
Civil Engineering (with Infrastructure Planning) MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Infrastructure Planning route is for those students who want to further specialise in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, up to 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-infrastructure-planning-msc/?i274d1826c49500Processing file: course_475.tsv
Civil Engineering (with Integrated Design) MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Integrated Design route is for those students who want to further specialise in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, up to 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-integrated-design-msc/?i274d1826c34746Processing file: course_4762.tsv
Master of Science in Computing Sciences and Electrical Engineering - Data Science	Tampere University	Masters Programmes	Full time	Make big sense of big dataBig data and data-driven methods are at the centre of modern computer science, statistics and computer engineering and hold great promise for the future.Experts on analyzing data are needed for solving challenging data driven problems such as understanding of text documents, conversation and social media; creating intelligent search engines; finding data-driven insights into phenomena of society, economy and culture; creating data-driven solutions for medical and biological problems; and enabling self-driving cars and autonomous robots.	See Course	Please see the university website for further information on fees for this course.	MSc,Other	2 years full time	Tampere	Finland	On Campus	https://www.findamasters.com/masters-degrees/course/master-of-science-in-computing-sciences-and-electrical-engineering-data-science/?i3062d8514c62760Processing file: course_4763.tsv
Master of Science in Computing Sciences and Electrical Engineering - Statistical Data Analytics	Tampere University	Masters Programmes	Full time	Make big sense of big dataBig data and data-driven methods are at the centre of modern computer science, statistics and computer engineering and hold great promise for the future.Experts on analyzing data are needed for solving challenging data driven problems such as understanding of text documents, conversation and social media; creating intelligent search engines; finding data-driven insights into phenomena of society, economy and culture; creating data-driven solutions for medical and biological problems; and enabling self-driving cars and autonomous robots.	See Course	Please see the university website for further information on fees for this course.	MSc,Other	2 years full time	Tampere	Finland	On Campus	https://www.findamasters.com/masters-degrees/course/master-of-science-in-computing-sciences-and-electrical-engineering-statistical-data-analytics/?i3062d8514c62766Processing file: course_4765.tsv
Civil Engineering (with Seismic Design) MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Seismic Design route is for those students who want to further specialise in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, up to 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-seismic-design-msc/?i274d1826c34747Processing file: course_4770.tsv
Civil Engineering (with Transport) MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThis MSc aims to equip students with the skills of analysis and design necessary for employment as professional civil engineers and give them a solid academic background for becoming chartered engineers. The Railways route is for those students who want to further specialise in this subject, but also wish to improve their general background in other civil engineering disciplines.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-transport-msc/?i274d1826c70648Processing file: course_478.tsv
Civil Engineering and Construction Management	Heriot-Watt University	School of Energy, Geoscience, Infrastructure and Society	Full time	OverviewModern civil engineering professionals often require an extensive understanding of construction management due to the strategic benefits it can bring to both individuals and project teams.As the industry becomes more competitive, organisations and their clients are increasingly demanding the combined time, cost and quality assurances that good project management practice provides. Furthermore, the industry now recognises that there is a need for engineers to gain specialist technical knowledge which compliments their academic and professional background.	September, January	Please see the university website for further information on fees for this course.	MSc,PGDip	MSC: 1 year full time, 2 years part time. Online distance learning also available	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-and-construction-management/?i106d4397c1285Processing file: course_479.tsv
Civil Engineering and Construction Management (MSc)	University of Derby	College of Science and Engineering	Full time	This MSc equips you for a high-level career managing complex civil engineering and construction contracts – from major international projects to locally based private and public partnerships.Course descriptionCombine in-depth knowledge and practical skills with strategic management abilities to prepare for a rewarding career anywhere in the world.	January, September	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2-3 years part time	Derby	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-and-construction-management-msc/?i295d7133c18976Processing file: course_47.tsv
Biomedical Engineering MSc	University of Groningen	Science and Engineering	Full time	MSc Biomedical Engineering offers you the opportunity to gain in-depth knowledge on a broad-range of topics within health care and technology, while working with state-of-the-art medical facilities.Current-day medical practice relies increasingly on technology. You can think of imaging the inside of your body with MRI or CT, solving heart problems by placing artificial valves, or measuring stress to avoid a burn-out. Many disciplines are involved to realise these devices: microelectronics, information technology, mechanical and material engineering.	September	Please see the university website for further information on fees for this course.	MSc	2 years full time	Groningen	Netherlands	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i1114d7105c37547Processing file: course_480.tsv
Civil Engineering and Management - MSc/PgDip/PgCert	University of Birmingham	School of Civil Engineering	Full time	Our Civil Engineering and Management Masters/MSc is designed for civil engineering graduates and graduates with related degrees, this programme allows you to study project and construction management within a technical civil engineering context.The Birmingham Civil Engineering and Management MSc allows you to tailor your studies to meet the needs of your chosen career path by offering a wide range of modules which can be selected together with a wide choice of individual research projects.You will learn about the working of engineering and construction organisations, discovering the disciplines and techniques of practical use in civil engineering, management and implementation of all stages of construction and civil engineering projects.	September	Please see the university website for further information on fees for this course.	PGDip,PGCert,MSc	1 year full time, 2 years part time	Birmingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-and-management-msc-pgdip-pgcert/?i282d4545c28453Processing file: course_481.tsv
Civil Engineering for Mitigation of Risk from Natural Hazards	University of Pavia	Masters Programmes	Full time	OverviewThe Application Period for 2024-25 intake is13th November 2023 – 6th June 2024.Apply Now!The Master degree program inCivil Engineering for Mitigation of Risk from Natural Hazardsis jointly offered by the University of Pavia and theSchool of Advanced Studies of Pavia(IUSS). The program is structured in two curricula:Reduction of Seismic Risk (ROSE),Hydrogeological Risk Assessment and Mitigation (HYRIS).The first curriculumReduction of Seismic Riskfocuses on assessment and mitigation of risk caused by earthquakes to new and existing structures and infrastructures.	September	- EU and non-EU students regularly residing in Italy: 156 - 4000 euro per year, determined by students’ family income.- Non-Eu students with a valid study VISA: flat rate, set on the basis of the Country of citizenship and the field of study. The flat rate ranges from 400 EUR to 4500 EUR per year.	MSc	2 years	Pavia	Italy	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-for-mitigation-of-risk-from-natural-hazards/?i1940d8374c59954Processing file: course_482.tsv
Civil Engineering Management MSc	University of Wolverhampton	School of Architecture and Built Environment	Full time	The course is delivered by professionals with extensive research and industrial experience in sustainable construction materials, sustainable transport, integrated transport systems, environmental management, structural performance and urban pollution.	September	Home - Full-time - £8395 per yearHome - Part-time - £4198 per yearInternational - Full-time - £15450 per year	MSc	1 year full time, 2 years part time	Wolverhampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-management-msc/?i373d8423c29372Processing file: course_4830.tsv
Civil Engineering MSc	University of Strathclyde	Department of Civil & Environmental Engineering	Full time	Engineering graduates are in high demand from recruiting companies worldwide.This one-year MSc in Civil Engineering is suitable for graduates with a background in any discipline of civil engineering. Applicants with a degree in environmental engineering, earth science, maths, physics and mechanical engineering may also be considered.You can graduate with an MSc in Civil Engineering or choose to follow a specialist named stream:	September, January	Please see the university website for further information on fees for this course.	MSc	12 months full-time, 24 months part-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i353d475c27667Processing file: course_4842.tsv
Civil Engineering MSc	University of Nottingham	Department of Civil Engineering	Full time	Civil engineering problems require the application of analytical, decision making and critical thinking skills; this course will provide you with the technical knowledge and experience needed to develop these skills. It will also equip you with a range of transferable skills; an ideal combination for a leading career in civil engineering.This course is also taught at the University of Nottingham'sMalaysia Campus.Learning and assessmentHow you will	September	Please see the university website for further information on fees for this course.	MSc	Full-time: 12 months	Nottingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i338d831c5330Processing file: course_485.tsv
Civil Engineering MSc	University College London	Department of Civil, Environmental & Geomatic Engineering	Full time	Register your interest in graduate study at UCLThe programme combines traditional lectures with group projects and an individual research project in the student's chosen specialist field.About this degreeThis programme enables students to develop advanced knowledge of civil engineering and associated engineering and scientific disciplines such as structural dynamics, sustainable building design, transport, fluids, geotechnics, water and drainage, environmental and coastal engineering, planning and construction. It provides students with the awareness of the context in which engineering operates, and equips them with the transferable skills necessary for careers in industry and research.	September	Full time - £18,000Part time - £9,000	MSc	1 year full time, 2 years part time, 5 years flexible	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i274d1826c20058Processing file: course_486.tsv
Civil Engineering MSc	University of Exeter	Engineering	Full time	OverviewWe will equip you with the core technical and professional skills required to contribute to the design and management of the civil infrastructure that increasingly underpins our everyday life.Learn how to analyse, design, construct and maintain infrastructure, and put the theory you learn into practice to solve complex problems.Receive an in-depth knowledge on how to model and analyse the complex behaviour and performance of structural and geotechnical systems.Utilise our state-of-the-art laboratory facilities to explore innovative, cutting-edge ideas for the key engineering challenges in creating and managing a sustainable and resilient infrastructure.Graduates will be prepared for a successful career, equipped with the knowledge and skills to lead on providing infrastructure whilst maintaining the quality of our environment.AccreditationThis degree is accredited as a technical programme, meeting the requirements for Further Learning for a Chartered Engineer (CEng) for candidates who have already acquired a partial CEng accredited undergraduate first degree. See the Joint Board of Moderators website for further information.	September	Please see our website for current programme fees	MSc	1 year full-time	Exeter	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i302d8977c17027Processing file: course_487.tsv
Civil Engineering MSc	University of Southampton	Faculty of Engineering and Physical Sciences	Full time	Discover how to help the world develop resilience to increasing urbanisation, climate change and natural disasters, on this MSc Civil Engineering.The course is ideal if you’re a civil engineering graduate interested in boosting your career prospects. You'll learn the skills to solve problems in building design, water supply, infrastructure, structural and bridge engineering, geotechnical engineering, and earthquake engineering.You’ll gain a sound understanding of civil engineering design and applications through core and specialist modules covering:	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i349d6709c6329Processing file: course_488.tsv
Civil Engineering MSc	Liverpool John Moores University	Faculty of Engineering and Technology	Full time	LJMU's Civil Engineering MSc provides a route to Chartered Engineer status. You will learn the skills required to excel in and lead a civil engineering team.This course is available to studyfull-timeorpart-time.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 2 years full time or part-time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i147d3863c33436Processing file: course_489.tsv
Civil Engineering MSc	University of Limerick	Faculty of Science and Engineering	Full time	The M.Sc. in Civil Engineering provides training in advanced topics in civil engineering. The programme has been tailored to meet the needs of the civil engineering sector, which requires graduates with high-level skills in design, analysis and communication. In addition, the course is designed to fulfil the requirements of Engineers Ireland for a Master’s degree in an engineering discipline as the minimum educational standard for Chartered Engineer status. The accreditation process for this new programme will proceed in the normal way.	See Course	Please see the university website for further information on fees for this course.	MSc	1 year full time	Limerick	Ireland	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i324d4571c62627Processing file: course_48.tsv
Biomedical Engineering MSc (Eng)	University of Liverpool	Department of Engineering	Full time	Discover the principles and technologies that have led to biomedical engineering becoming essential in healthcare, medicine and human biology. Suitable for graduates in engineering or physical sciences, this master's degree combines knowledge of biomechanics and fluid mechanics in the human body with engineering design innovations.INTRODUCTIONBiomedical engineering, the application of engineering knowledge and skills to healthcare, medicine and human biology, is the fastest growing engineering discipline worldwide.	September	UK fees (applies to Channel Islands, Isle of Man and Republic of Ireland)Full-time place, per year - £11,950International feesFull-time place, per year - £26,350	MSc,Other	1 year full time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc-eng/?i326d906c40687Processing file: course_490.tsv
Civil Engineering MSc	University of Wolverhampton	School of Architecture and Built Environment	Full time	The MSc Civil Engineering course is designed to provide additional technical education for graduates who are already in possession of an (Incorporated Engineer) IEng accredited degree, for them to step up to the (Chartered Engineer) CEng standard. Chartered Engineers are variously engaged in technical and commercial leadership and possess effective interpersonal skills as well as digital literacy. The course is delivered by a blend of active and respected academics as well as Chartered Engineers in the fields of structures and civil engineering.	September	Home - Full-time - £8395 per yearHome - Part-time - £4198 per yearInternational - Full-time - £15450 per year	MSc	1 year full time, 2 years part time	Wolverhampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i373d8423c68821Processing file: course_491.tsv
Civil Engineering MSc	University of East London	School of Architecture, Computing and Engineering	Full time	Our MSc Civil Engineering degree will develop your engineering expertise in line with the ever-changing demands of the profession.We will enhance your knowledge in all the essential areas, from geotechnical and coastal engineering to design and construction management, and we will make sure your research skills are sharp enough to give you the competitive edge when you embark on your career.Our campus location in the heart of London’s Docklands will allow you to see close up the challenges, and opportunities, for the next generation of engineers such as intensive urbanisation and major economic regeneration.We have excellent links with major employers in the industry, including Atkins Consultants, Waterman Group, Thames Water and the London Borough of Newham.	September	Please see the university website for further information on fees for this course.	MSc	See programme description	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i298d3331c12530Processing file: course_492.tsv
Civil Engineering MSc	Nottingham Trent University	School of Architecture, Design and the Built Environment	Full time	Our MSc Civil Engineering course is developed from a mix of technical and management-based modules, aligning to current global issues relating to civil engineering. Your learning will focus on the civil engineering infrastructure and structural and management aspects of construction, as well as complex environmental problems affecting construction projects.Grounded in professional, statutory and regulatory bodies’ requirements, your studies will emphasise critical issues related to sustainability, design innovation, climate change, global social responsibility and economic efficiency.Who is this course designed	September	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2 years part time	Nottingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i184d4376c56119Processing file: course_493.tsv
Civil Engineering MSc	University of Portsmouth	School of Civil Engineering and Surveying	Full time	OverviewWork toward Chartered Engineer status with an accredited Master's that helps you become a critically reflective practioner in civil engineering.On this MSc Civil Engineering, you'll develop postgraduate-level skills and knowledge covering the different phases of public works projects, from planning and design to construction and management. You'll master the theory and use of Finite Element Method (FEM) tools, apply numerical analysis techniques, and explore the ways in which engineering can engage with environmental issues.	September, January	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2 years part time	Portsmouth	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i343d740c12415Processing file: course_494.tsv
Civil Engineering MSc	Swansea University	School of Engineering and Applied Sciences	Full time	Civil Engineering Course OverviewCivil Engineering at Swansea University has an excellent and far-reaching reputation. The MSc in Civil Engineering provides an advanced and systematic understanding, designed to prepare you as a credible civil engineer.You will be trained in civil engineering analysis and design, particularly in modelling and analysis techniques – fields in which Swansea University experts fundamentally changed modern industrial practice in civil engineering.	September, January	Please visit our website for the Civil Engineering course fee information.	MSc	1 year full-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc/?i231d8819c11259Processing file: course_495.tsv
Civil Engineering MSc (PGCert PGDip)	University of Brighton	School of Architecture, Technology and Engineering	Full time	Our accredited MSc gives you an advanced understanding of the concepts and philosophy of civil engineering and its practical application, preparing you for a career at the forefront of the profession.You’ll develop the knowledge and skills to design engineering solutions that support sustainable development and protect against natural hazards to help ensure quality of life of future generations.	September	Please see the university website for further information on fees for this course.	MSc,PGDip,PGCert	Full-time 1 year; Part-time 2–3 years	Brighton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc-pgcert-pgdip/?i286d8325c1646Processing file: course_496.tsv
Civil Engineering MSc by Research	Swansea University	School of Engineering and Applied Sciences	Full time	Swansea University has been at the forefront of international research in the area of civil and computational engineering. Internationally renowned engineers at Swansea pioneered the development of numerical techniques, such as the finite element method, and associated computational procedures that have enabled the solution of many complex engineering problems.Computer simulation is now an established discipline that has an important role to play in engineering, science and in newly emerging areas of interdisciplinary research.The Zienkiewicz Centre for Computational Engineering at Swansea University has excellent computing facilities, including a state-of-the-art multi-processor super computer with virtual reality facilities and high-speed networking.	October, January	Please visit our website for the Civil Engineering research programme fee information.	MSc,Research Only	1 year full-time; 2 years part-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-msc-by-research/?i231d8819c33081Processing file: course_497.tsv
Civil Engineering Project Management MSc	Coventry University	Faculty of Engineering, Environment and Computing	Full time	The MSc Civil Engineering Project Management aims to help you establish or advance your career in the global construction industry. Designed with input from industry, the course teaches an innovative mix of technical and construction project management, applicable to civil engineering contexts.From concept to construction, we aim to cover the technical skills required to analyse, design and develop sound solutions to civil engineering projects. Using case studies, practical sessions, simulation labs and site visits to live projects, you will apply engineering principles and use computer modelling techniques to analyse complex engineering systems, gaining valuable experience of the work you will carry out in an industrial context.	January, May	UK Fees: 10400 | 4000 (Work placement option additional fee)International Fees: 16600 | 4000 (Work placement option additional fee)	MSc	1 year full time, 2 years part time	Coventry	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-project-management-msc/?i49d2694c67096Processing file: course_498.tsv
Civil Engineering Structures MSc	City, University of London	School of Science and Technology	Full time	Key informationThis programme enables you to come up with safe solutions for real-world projects. You’ll learn in small groups alongside world-leading engineers using high-end industry software. This MSc will give you the opportunity to develop your own area of structural engineering expertise and the opportunity to work worldwide.	September	Please see the university website for further information on fees for this course.	MSc	1 year full time, 2 years (up to 28 months) part time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-structures-msc/?i393d8904c457Processing file: course_499.tsv
Civil Engineering with an Integrated Qualifying Year MSc	University of Southampton	Faculty of Engineering and Physical Sciences	Full time	Help the world adapt to urbanisation, climate change and natural disasters with a master’s degree in civil engineering.This 2-year integrated course is ideal if you didn't graduate in civil engineering, but have maths and physics skills. You'll spend a year learning the basics of civil engineering before progressing to the main MSc course for your second year.You’ll spend your first year studying key topics and improving your knowledge to prepare for your second year, when you’ll join the full-time MSc Civil Engineering course.Throughout the course you’ll study:	September	Please see the university website for further information on fees for this course.	MSc,Other	2 Years	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-engineering-with-an-integrated-qualifying-year-msc/?i349d6709c53843Processing file: course_49.tsv
